// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

0,6417,50
0,23207,500
0,17920,350
0,17921,350
0,6909,10
0,25464,10
0,6287,129
0,6289,129
0,6290,129
0,6721,129
0,13960,129
0,13710,129
0,14103,129
0,12103,589
0,12214,589
0,23818,5
0,23819,5
0,23820,5
0,23821,5
0,23823,5
0,23824,5
0,23825,5
0,23826,5
0,23832,5
0,23833,5
0,23834,5
0,23840,5
0,23842,5
0,23843,5
0,23845,5
0,23846,5
0,23847,5
0,23848,5
0,23849,5
0,23850,5
0,23851,5
0,23852,5
0,23853,5
0,23894,5
1,12997,59
1,13889,75
1,6291,49
1,14219,80
1,12920,125
1,14176,490
1,12998,59
1,13890,75
1,6292,49
1,13611,80
1,12921,125
1,6223,65
1,6241,69
1,6240,69
1,6225,69
1,6224,69
1,6226,69
1,13970,69
1,13971,69
1,13972,69
1,6231,249
1,6230,355
1,6229,561
1,6228,967
1,6238,1273
1,6870,279
1,6871,385
1,6872,491
1,6873,602
1,6874,708
1,6875,814
1,6864,920
1,6235,249
1,6234,355
1,6233,561
1,6232,967
1,6239,1273
1,6876,279
1,6877,385
1,6878,491
1,6879,602
1,6880,708
1,6881,814
1,6865,920
2,18740,689
2,18741,689
2,18742,689
2,18743,689
2,18744,689
2,19158,689
2,19289,689
2,19291,689
2,19294,689
2,19433,689
2,19524,689
2,19525,689
2,19526,689
2,19527,689
2,19528,689
2,19529,689
2,19530,689
2,19531,689
2,19533,689
2,19534,689
2,19535,689
2,19536,689
2,19537,689
2,19539,689
2,19540,689
2,19541,689
2,19542,689
2,19544,689
2,19545,689
2,19546,689
2,19547,689
2,19548,689
2,19549,689
2,19550,689
2,19551,689
2,19552,689
2,19553,689
2,19554,689
2,19555,689
2,19556,689
2,19557,689
2,19558,689
2,19559,689
2,19560,689
2,19561,689
2,19562,689
2,19563,689
2,19564,689
2,19565,689
2,19566,689
2,19567,689
2,19568,689
2,19569,689
2,19570,689
2,19571,689
2,19572,689
2,19573,689
2,19574,689
2,19575,689
2,19576,689
2,19578,689
2,19579,689
2,19580,689
2,19581,689
2,19582,689
2,19583,689
2,19584,689
2,19585,689
2,19586,689
2,19587,689
2,19588,689
2,19589,689
2,19590,689
2,19591,689
2,19592,689
2,19593,689
2,19594,689
2,19595,689
2,19596,689
2,19597,689
2,19598,689
2,19599,689
2,19600,689
2,19601,689
2,19602,689
2,19603,689
2,19604,689
2,19605,689
2,19606,689
2,19607,689
2,19608,689
2,19609,689
2,19610,689
2,19611,689
2,19612,689
2,19613,689
2,19614,689
2,19615,689
2,19616,689
2,19617,689
2,19618,689
2,19619,689
2,19620,689
2,19621,689
2,19622,689
2,19623,689
2,19624,689
2,19625,689
2,19627,689
2,19628,689
2,19629,689
2,19630,689
2,19631,689
2,19632,689
2,19633,689
2,19634,689
2,19635,689
2,19636,689
2,19637,689
2,19638,689
2,19639,689
2,19640,689
2,19641,689
2,19642,689
2,19643,689
2,19644,689
2,19645,689
2,19646,689
2,19647,689
2,19648,689
2,19649,689
2,19650,689
2,19651,689
2,19652,689
2,19653,689
2,19654,689
2,19655,689
2,19657,689
2,19658,689
2,19659,689
2,19660,689
2,19661,689
2,19662,689
2,19663,689
2,19664,689
2,19665,689
2,19666,689
2,19667,689
2,19668,689
2,19669,689
2,19670,689
2,19671,689
2,19672,689
2,19676,689
2,19677,689
2,19678,689
2,19682,689
2,19684,689
2,19685,689
2,19686,689
2,19687,689
2,19689,689
2,19690,689
2,19694,689
2,19695,689
2,19696,689
2,19697,689
2,19701,689
2,19702,689
2,19706,689
2,19707,689
2,19708,689
2,19709,689
2,19710,689
2,19712,689
2,19713,689
2,19714,689
2,19715,689
2,19716,689
2,19717,689
2,19718,689
2,19719,689
2,19720,689
2,19721,689
2,19722,689
2,19723,689
2,19724,689
2,19725,689
2,19726,689
2,19727,689
2,19728,689
2,19729,689
2,19730,689
2,19731,689
2,19732,689
2,19733,689
2,19734,689
2,19735,689
2,19736,689
2,19737,689
2,19738,689
2,19739,689
2,19741,689
2,19742,689
2,19743,689
2,19744,689
2,19745,689
2,19746,689
2,19747,689
2,19748,689
2,19749,689
2,19750,689
2,19751,689
2,19752,689
2,19753,689
2,19754,689
2,19755,689
2,19756,689
2,19757,689
2,19758,689
2,19759,689
2,19760,689
2,19761,689
// 2,19762,689 ËÁÇ¡¹¡¤ÙèÃÑ¡
2,19763,689
2,19764,689
2,19765,689
2,19767,689
2,19768,689
2,19769,689
2,19770,689
2,19771,689
2,19772,689
2,19773,689
2,19774,689
2,19775,689
2,19776,689
2,19777,689
2,19778,689
2,19779,689
2,19780,689
2,19781,689
2,19782,689
2,19783,689
2,19784,689
2,19785,689
2,19786,689
2,19787,689
2,19788,689
2,19789,689
2,19790,689
2,19791,689
2,19792,689
2,19793,689
2,19794,689
2,19795,689
2,19796,689
2,19797,689
2,19798,689
2,19799,689
2,19800,689
2,19801,689
2,19802,689
2,19803,689
2,19804,689
2,19805,689
